# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
0	1	1	0	76.736	31.576	3.74268	3.18324	60.8354	0	0	0	76.736	0.96715	137	22	23.2047	1.39349	0	0.866008
1	1	1	0	95.0104	35.8526	-5.86222	2.69926	61.1668	0	0	0	95.0104	0.928836	154	30	23.0265	1.81253	0	1.1393
2	1	1	0	95.556	35.9275	13.5323	3.82525	56.712	0	0	0	95.556	0.93028	130	29	27.2795	1.0369	0	1.29531
3	1	1	0	99.2902	36.4995	-15.8781	1.89037	57.6257	0	0	0	99.2902	0.936575	151	30	26.5601	2.19523	0	1.4523
4	1	1	0	96.0267	35.8653	24.0389	2.35001	51.391	0	0	0	96.0267	0.938108	131	30	32.8506	0.734119	0	1.47335
5	1	1	0	94.4803	35.5835	-26.1328	1.00926	52.113	0	0	0	94.4803	0.937676	129	30	33.0435	2.46589	0	1.53219
6	1	1	0	100.962	37.5143	34.1169	0.0121085	45.9028	0	0	0	100.962	0.901514	137	30	39.6847	0.518586	0	1.57044
7	1	1	0	88.7243	34.6814	-35.0869	-2.65733	47.5269	0	0	0	88.7243	0.926958	135	30	38.6738	2.68646	0	1.64639
8	1	1	0	61.1294	28.0698	42.5925	-3.59358	41.2854	0	0	0	61.1294	0.974948	134	22	45.8489	0.357967	0	1.65497
9	1	1	0	80.3744	32.2201	-43.8497	-6.34348	42.4221	0	0	0	80.3744	0.972911	139	30	45.4916	2.84457	0	1.71446
10	2	0	0	58.6528	27.5087	-0.355151	-5.58335	70.4178	0	0	0	58.6528	0.973996	132	22	14.0743	1.57116	0	0
11	2	0	0	73.3335	30.9679	8.44971	-5.37483	66.4176	0	0	0	73.3335	0.960923	142	30	16.7761	1.01862	0	0
12	2	0	0	68.418	30.442	-9.84002	-6.14631	67.877	0	0	0	68.418	0.927757	139	29	16.5111	2.18311	0	0
13	2	0	0	73.3875	30.9753	18.431	-5.5565	59.2379	0	0	0	73.3875	0.961174	141	30	23.4855	0.644026	0	0
14	2	0	0	60.9774	28.0394	-19.566	-7.12071	60.7582	0	0	0	60.9774	0.974633	110	22	22.944	2.56351	0	0
15	2	0	0	75.4834	31.7165	28.7691	-7.71677	51.7917	0	0	0	75.4834	0.942953	144	30	31.4724	0.389158	0	0
16	2	0	0	58.5942	27.753	-28.8397	-9.18338	53.7343	0	0	0	58.5942	0.955972	101	22	30.3541	2.78928	0	0
17	2	1	0	58.3544	27.6232	38.3754	-9.98605	45.1237	0	0	0	58.3544	0.961024	137	22	39.9149	0.244743	0	0
18	2	1	0	76.103	31.675	-38.2098	-12.8243	47.0633	0	0	0	76.103	0.953188	142	30	38.4715	2.96302	0	0
19	3	0	0	60.6872	27.8633	4.45923	-14.1866	76.3175	86.6268	0	0	60.6872	0.982293	109	22	7.28434	0.849683	0	0
20	3	0	0	59.427	27.5649	-3.18772	-14.1022	79.6687	88.1779	0	0	59.427	0.982838	107	21	6.23829	2.04303	0	0
21	3	0	0	66.8475	29.454	13.3974	-13.926	66.7822	79.1754	0	0	66.8475	0.968293	131	22	14.8945	0.395015	0	0
