# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
0	1	1	0	70.454	30.3498	3.81562	1.48257	62.5182	0	0	0	70.454	0.961178	137	22	21.8032	1.3714	0	1.20021
1	1	1	0	91.323	35.5215	-5.01298	1.42444	62.4762	0	0	0	91.323	0.909509	154	30	21.7849	1.77932	0	1.29395
2	1	1	0	80.5234	33.3203	12.502	1.8935	58.9289	0	0	0	80.5234	0.911412	130	25	25.3692	1.03254	0	1.42049
3	1	1	0	92.2109	35.6369	-14.175	0.967796	59.2262	0	0	0	92.2109	0.912413	151	29	24.9381	2.15104	0	1.50263
4	1	1	0	79.7106	32.6153	21.9338	1.08887	53.9307	0	0	0	79.7106	0.941636	131	25	30.716	0.751793	0	1.5212
5	1	1	0	89.1655	34.7259	-23.4786	0.838142	53.609	0	0	0	89.1655	0.92918	129	30	30.943	2.4076	0	1.53511
6	1	1	0	91.5352	35.7714	31.409	-0.265747	48.3739	0	0	0	91.5352	0.898932	137	28	37.4626	0.551304	0	1.57926
7	1	1	0	77.6245	32.5303	-31.848	-1.93507	49.3612	0	0	0	77.6245	0.921791	135	26	36.1224	2.62143	0	1.63148
8	1	1	0	59.1582	27.5864	39.7923	-3.11568	43.7217	0	0	0	59.1582	0.976864	134	21	43.647	0.394435	0	1.64893
9	1	1	0	70.7537	30.2168	-40.4977	-4.59232	44.4922	0	0	0	70.7537	0.973782	139	26	42.8198	2.7763	0	1.68372
10	2	0	0	52.0077	25.9383	-0.8168	-7.00561	71.6906	0	0	0	52.0077	0.97139	132	21	12.8868	1.59514	0	0
11	2	0	0	62.3504	28.6882	7.44949	-6.9183	68.7996	0	0	0	62.3504	0.95201	142	29	15.2143	1.02077	0	0
12	2	0	0	56.9068	27.442	-9.35587	-7.69055	69.0354	0	0	0	56.9068	0.949607	139	26	15.0719	2.19859	0	0
13	2	0	0	66.7438	29.5661	16.8413	-6.83705	61.2823	0	0	0	66.7438	0.959471	141	30	21.7065	0.645094	0	0
14	2	0	0	55.5802	26.7881	-17.9661	-8.26925	62.1456	0	0	0	55.5802	0.9733	110	21	20.9753	2.55449	0	0
15	2	0	0	69.0131	30.3078	26.6387	-8.07811	54.0851	0	0	0	69.0131	0.94413	144	30	29.6001	0.410427	0	0
16	2	0	0	53.2482	26.2926	-26.4634	-9.21958	55.6248	0	0	0	53.2482	0.967937	101	20	28.0671	2.75166	0	0
17	2	1	0	54.5015	26.6238	35.8925	-9.68378	47.6414	0	0	0	54.5015	0.966221	137	20	37.7992	0.273366	0	0
18	2	1	0	71.6316	30.5832	-35.3948	-11.1682	49.2719	0	0	0	71.6316	0.962383	142	28	35.9648	2.89668	0	0
19	3	0	0	51.9702	25.8183	3.30942	-15.163	78.5429	89.6823	0	0	51.9702	0.979735	109	21	6.07181	0.89192	0	0
20	3	0	0	52.6057	26.0431	-3.67462	-15.2296	79.2582	89.6744	0	0	52.6057	0.974669	106	20	5.63595	2.16846	0	0
21	3	0	0	60.4767	27.8837	11.9491	-14.7137	68.2559	81.4955	0	0	60.4767	0.977457	130	22	13.4848	0.393861	0	0
22	3	0	0	58.6961	27.8749	-12.5632	-15.4123	69.7517	83.4995	0	0	58.6961	0.949277	140	27	12.8639	2.78618	0	0
23	3	0	0	67.6125	29.9951	20.921	-15.625	60.1429	73.4016	0	0	67.6125	0.944356	131	26	21.8443	0.196444	0	0
24	3	0	0	59.3653	27.9425	-21.6752	-16.2607	61.0937	74.9136	0	0	59.3653	0.955456	139	25	21.4806	2.97189	0	0
25	3	1	0	74.2675	30.984	30.6911	-16.7163	52.4587	64.8777	0	0	74.2675	0.97215	148	29	31.3551	0.101345	0	0
26	3	1	0	55.4699	26.8319	-30.053	-17.4839	54.2328	67.1984	0	0	55.4699	0.968201	142	22	29.6475	3.06039	0	0
27	4	0	0	52.2668	26.1758	-0.583869	-23.4584	77.2906	103.622	0	0	52.2668	0.958595	102	24	3.57068	-1.5934	0	0
