# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
0	1	1	0	82.3731	32.8428	4.33179	3.06184	60.1848	0	0	0	82.3731	0.959653	137	22	23.9055	1.38513	0	0.955506
1	1	1	0	100.169	36.551	-6.14328	2.11242	60.7883	0	0	0	100.169	0.942202	155	30	23.346	1.83347	0	1.23961
2	1	1	0	102.777	37.1623	14.9081	3.7393	55.4519	0	0	0	102.777	0.935191	130	30	28.4424	1.01572	0	1.32505
3	1	1	0	100.469	36.4079	-16.9175	1.01497	56.9889	0	0	0	100.469	0.952465	152	30	27.2666	2.23632	0	1.51088
4	1	1	0	99.1808	36.3596	26.2069	2.38658	49.8826	0	0	0	99.1808	0.942755	131	30	34.8108	0.714881	0	1.47998
5	1	1	0	97.4605	36.0432	-27.6623	-0.458933	50.889	0	0	0	97.4605	0.94274	130	30	34.054	2.51482	0	1.58739
6	1	1	0	103.341	37.8993	36.6173	-0.608468	44.3955	0	0	0	103.341	0.904113	137	30	41.7107	0.495285	0	1.58741
7	1	1	0	92.7701	35.353	-36.8729	-5.04015	46.1517	0	0	0	92.7701	0.932753	135	30	39.8819	2.74535	0	1.70664
8	1	1	0	59.3411	27.6731	45.0899	-4.61876	40.0962	0	0	0	59.3411	0.973756	129	22	47.8593	0.336757	0	1.67288
9	1	1	0	80.6255	32.2828	-45.4202	-9.71811	41.2852	0	0	0	80.6255	0.972167	139	30	46.5878	2.90953	0	1.78158
10	2	0	0	63.2918	28.5166	0.0116353	-5.75338	69.7207	0	0	0	63.2918	0.978048	132	22	14.6797	1.56447	0	0
11	2	0	0	79.5613	32.2526	9.41639	-5.39209	65.7467	0	0	0	79.5613	0.96113	142	30	17.7884	1.00757	0	0
12	2	0	0	75.9016	32.152	-10.2352	-6.80242	66.6221	0	0	0	75.9016	0.922669	139	30	16.9968	2.21106	0	0
13	2	0	0	77.0744	31.7808	20.1536	-5.32786	57.825	0	0	0	77.0744	0.958941	141	30	25.2509	0.641246	0	0
14	2	0	0	60.257	27.8863	-20.8311	-7.89497	59.0179	0	0	0	60.257	0.973723	110	22	24.2437	2.59806	0	0
15	2	0	0	76.0465	32.0592	30.8354	-7.84227	50.3358	0	0	0	76.0465	0.929785	144	30	33.382	0.386734	0	0
16	2	0	0	59.4595	27.9779	-30.0348	-10.6349	52.4492	0	0	0	59.4595	0.954557	101	22	31.5154	2.82546	0	0
17	2	1	0	59.6503	27.9302	40.6348	-10.851	43.9115	0	0	0	59.6503	0.96089	137	22	41.8283	0.231128	0	0
18	2	1	0	77.0585	31.9245	-39.2348	-15.4963	46.0001	0	0	0	77.0585	0.95013	142	30	39.4635	3.01617	0	0
19	3	0	0	63.7423	28.5831	5.15412	-14.2416	76.3788	85.898	0	0	63.7423	0.980434	109	22	8.10805	0.868861	0	0
20	3	0	0	62.263	28.2598	-3.13499	-14.2734	78.2591	86.6261	0	0	62.263	0.979723	107	22	6.87493	2.03107	0	0
21	3	0	0	71.7673	30.4336	15.227	-13.7586	65.768	77.733	0	0	71.7673	0.97371	135	22	16.6999	0.411142	0	0
22	3	0	0	78.3122	32.3726	-13.8511	-14.8637	68.029	80.3144	0	0	78.3122	0.939038	137	30	14.8535	2.75727	0	0
23	3	0	0	78.2498	32.3105	24.7082	-15.001	56.8374	69.0414	0	0	78.2498	0.941901	132	30	25.3776	0.215711	0	0
24	3	0	0	73.1607	31.0303	-23.9063	-16.96	58.5489	71.7783	0	0	73.1607	0.954808	141	30	24.0768	2.99685	0	0
25	3	1	0	80.9977	32.3933	34.3984	-17.3429	48.7664	60.2802	0	0	80.9977	0.969998	148	30	34.6178	0.089376	0	0
26	3	1	0	57.3098	27.4565	-32.4225	-20.007	51.1874	64.1472	0	0	57.3098	0.955319	143	22	32.3441	3.12843	0	0
27	4	0	0	68.0306	29.7069	0.580292	-22.8818	78.4912	100.258	0	0	68.0306	0.968725	103	28	2.53671	-1.30697	0	0
28	4	0	0	83.8405	33.4139	9.81946	-22.6802	71.1151	90.6749	0	0	83.8405	0.943644	160	30	10.1525	-0.223208	0	0
29	4	0	0	75.9662	31.5536	-8.68041	-23.0871	72.707	93.3553	0	0	75.9662	0.95881	120	30	8.99951	-2.84221	0	0
30	4	0	0	82.4504	32.952	19.2446	-23.4164	60.9164	78.1771	0	0	82.4504	0.954196	159	30	19.5547	-0.153173	0	0
31	4	0	0	67.9575	29.7004	-18.1562	-24.1501	63.1278	81.7183	0	0	67.9575	0.968104	137	22	18.4532	-2.93876	0	0
32	4	1	0	82.5924	32.7097	29.1413	-25.3346	52.1057	67.1698	0	0	82.5924	0.970057	149	30	29.6307	-0.166193	0	0
33	4	1	0	53.4437	26.4671	-27.2974	-25.684	54.7515	71.0897	0	0	53.4437	0.958725	137	22	27.7182	-2.95099	0	0
34	5	0	0	61.6832	28.1415	4.27916	-31.3031	68.3258	100.835	0	0	61.6832	0.978773	120	22	11.7122	-1.18932	0	0
35	5	0	0	61.1901	28.0581	-4.79198	-31.4364	67.8538	100.685	0	0	61.1901	0.97673	132	22	11.9696	-1.9753	0	0
36	5	0	0	58.4594	27.4304	13.5238	-32.0246	62.2304	86.4313	0	0	58.4594	0.976335	100	22	17.8736	-0.705668	0	0
37	5	0	0	71.7211	30.903	-14.0413	-32.3541	62.2215	87.4952	0	0	71.7211	0.943748	142	30	18.3576	-2.43481	0	0
38	5	1	0	77.3039	31.616	22.6611	-32.8962	54.6424	74.2259	0	0	77.3039	0.971843	142	30	25.9336	-0.501327	0	0
39	5	1	0	77.8288	31.8109	-23.3202	-33.0794	55.2714	75.6122	0	0	77.8288	0.966495	157	30	26.4573	-2.64322	0	0
40	6	0	0	74.0359	31.5975	-1.6618	-39.999	59.9745	91.0741	0	0	74.0359	0.93185	119	30	19.6299	-1.6514	0	0
41	6	0	0	72.6742	31.3312	7.4968	-40.1525	58.6496	87.3734	0	0	72.6742	0.930328	113	30	21.1257	-1.20391	0	0
42	6	0	0	71.1495	31.0183	-10.5313	-40.7572	57.3919	85.0861	0	0	71.1495	0.929277	125	30	22.8535	-2.04571	0	0
43	6	1	0	83.7858	33.0402	17.2617	-40.9083	53.7708	77.1305	0	0	83.7858	0.964483	159	30	26.8332	-0.868041	0	0
44	6	1	0	54.1848	26.5038	-19.3355	-40.7541	53.2125	76.2026	0	0	54.1848	0.969325	132	22	27.9943	-2.32924	0	0
45	7	0	1	100.133	37.756	-0.471081	-50.1366	51.1155	77.1474	0	0	100.133	0.882706	154	30	29.7063	-1.58392	0	0
46	7	0	1	92.8993	36.288	8.82396	-49.8613	50.2676	75.0856	0	0	92.8993	0.886534	141	30	30.7463	-1.27695	0	0
47	7	0	1	70.8084	32.0705	-9.12842	-49.9557	50.2764	75.1916	0	0	70.8084	0.865135	140	22	30.8781	-1.86816	0	0
48	7	1	1	58.1058	28.2981	17.1993	-49.2473	48.2087	70.4527	0	0	58.1058	0.911835	141	22	33.5989	-1.03059	0	0
49	7	1	1	78.346	32.2968	-17.7031	-48.9687	48.5658	71.0376	0	0	78.346	0.943859	143	30	33.5385	-2.12401	0	0
