# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
0	1	1	0	81.7584	32.6074	4.40956	3.0402	60.0533	0	0	0	81.7584	0.966294	137	22	23.7757	1.38291	0	0.967183
1	1	1	0	99.2934	36.5285	-5.85502	2.27015	60.7718	0	0	0	99.2934	0.93512	154	30	23.3259	1.82313	0	1.20092
2	1	1	0	102.957	37.2734	14.9627	3.91838	55.3184	0	0	0	102.957	0.93125	130	30	28.4988	1.01675	0	1.31467
3	1	1	0	102.833	37.0109	-16.7153	1.12393	57.0234	0	0	0	102.833	0.943374	152	30	27.1674	2.23206	0	1.50366
4	1	1	0	99.2862	36.3566	26.1644	2.38663	49.8574	0	0	0	99.2862	0.943912	131	30	34.6652	0.714106	0	1.47983
5	1	1	0	95.2189	35.4819	-27.5288	-0.356263	50.7957	0	0	0	95.2189	0.950429	129	30	33.9786	2.51368	0	1.58374
6	1	1	0	102.232	37.6884	36.6142	-0.617584	44.3791	0	0	0	102.232	0.904445	137	30	41.6049	0.493248	0	1.58766
7	1	1	0	93.3285	35.5864	-36.6636	-4.79874	45.9801	0	0	0	93.3285	0.926095	135	30	39.7836	2.74089	0	1.70094
8	1	1	0	59.4433	27.6494	45.0006	-4.48486	40.0573	0	0	0	59.4433	0.977104	129	22	47.7341	0.338079	0	1.67013
9	1	1	0	81.5194	32.4839	-45.2659	-9.38042	41.135	0	0	0	81.5194	0.970813	139	30	46.5379	2.90437	0	1.77513
10	2	0	0	63.0187	28.4395	-0.046652	-5.75656	69.5465	0	0	0	63.0187	0.979122	132	22	14.5605	1.57184	0	0
11	2	0	0	79.3668	32.1854	9.44005	-5.46248	65.4649	0	0	0	79.3668	0.96279	142	30	17.6173	1.00318	0	0
12	2	0	0	73.6574	31.7652	-10.2854	-6.44158	66.9093	0	0	0	73.6574	0.917323	139	30	17.2532	2.20722	0	0
13	2	0	0	77.8875	31.9724	20.0746	-5.30398	57.8305	0	0	0	77.8875	0.957472	141	30	25.0928	0.641382	0	0
14	2	0	0	59.5308	27.6856	-20.8689	-7.62207	59.1051	0	0	0	59.5308	0.975987	110	22	24.4	2.59441	0	0
15	2	0	0	75.745	31.9728	30.8701	-7.73948	50.4169	0	0	0	75.745	0.931112	144	30	33.3632	0.386545	0	0
16	2	0	0	59.9209	28.1227	-29.9771	-10.6882	52.2042	0	0	0	59.9209	0.952081	101	22	31.4557	2.83049	0	0
17	2	1	0	59.7876	27.9573	40.5797	-10.8778	43.8707	0	0	0	59.7876	0.961235	137	22	41.6937	0.228375	0	0
18	2	1	0	77.3423	31.9377	-39.13	-15.3777	45.81	0	0	0	77.3423	0.95284	142	30	39.4093	3.01593	0	0
19	3	0	0	64.3607	28.7117	4.78566	-14.2475	75.8812	85.2883	0	0	64.3607	0.981099	109	22	7.74882	0.899944	0	0
20	3	0	0	62.7285	28.3962	-3.52296	-14.1321	78.7	86.6501	0	0	62.7285	0.977584	107	22	7.10248	2.08472	0	0
21	3	0	0	73.7261	30.8117	14.9688	-13.8816	65.9545	77.5936	0	0	73.7261	0.97589	135	22	16.3224	0.405273	0	0
22	3	0	0	79.928	32.4187	-13.9311	-14.6777	68.5657	80.4801	0	0	79.928	0.955691	137	30	15.0001	2.75616	0	0
23	3	0	0	81.8049	33.0501	24.6149	-15.0103	57.1113	69.2499	0	0	81.8049	0.941118	132	30	25.2111	0.212078	0	0
24	3	0	0	75.167	31.4712	-23.8554	-16.8287	58.4532	71.0993	0	0	75.167	0.953698	141	30	24.078	2.9962	0	0
25	3	1	0	78.8785	32.0135	34.5254	-17.2653	48.7179	60.1281	0	0	78.8785	0.967166	148	30	34.6913	0.0880822	0	0
26	3	1	0	57.6538	27.4959	-32.3641	-20.085	51.0249	63.5211	0	0	57.6538	0.958299	143	22	32.3335	3.13442	0	0
27	4	0	0	64.9876	29.1567	0.1139	-22.7725	78.4412	99.7769	0	0	64.9876	0.960645	103	28	2.45971	-1.51168	0	0
28	4	0	0	79.7329	32.3928	9.66267	-22.3839	70.9158	90.8064	0	0	79.7329	0.954882	159	30	9.91197	-0.210057	0	0
29	4	0	0	73.171	30.9833	-8.83258	-22.8545	73.5468	93.1081	0	0	73.171	0.957843	120	30	9.15962	-2.8609	0	0
30	4	0	0	75.8662	31.7144	19.7297	-23.2615	61.3	78.6091	0	0	75.8662	0.947864	157	30	19.9793	-0.147914	0	0
31	4	0	0	65.8547	29.1879	-18.1096	-24.0369	63.6112	81.3099	0	0	65.8547	0.971385	137	22	18.4569	-2.93866	0	0
32	4	1	0	79.7998	32.1455	29.4756	-25.2243	52.2312	67.1854	0	0	79.7998	0.970444	149	30	29.9123	-0.164797	0	0
33	4	1	0	53.9906	26.515	-27.0306	-25.8358	55.061	70.8118	0	0	53.9906	0.965037	137	22	27.5574	-2.93996	0	0
34	5	0	0	66.1005	29.2738	4.27365	-30.7662	68.0705	100.565	0	0	66.1005	0.969293	120	22	11.3013	-1.17999	0	0
35	5	0	0	61.7869	28.213	-5.04848	-31.3065	68.6928	101.743	0	0	61.7869	0.975454	132	22	12.0805	-1.99907	0	0
36	5	0	0	64.6217	28.859	13.9846	-31.1488	61.8738	86.3002	0	0	64.6217	0.975047	100	22	17.7137	-0.657942	0	0
37	5	0	0	67.7536	30.3866	-13.9452	-32.2017	63.0292	88.0138	0	0	67.7536	0.922101	142	30	18.2986	-2.43468	0	0
38	5	1	0	77.3006	31.6487	23.1682	-32.6281	54.7397	74.3154	0	0	77.3006	0.969795	142	30	26.2637	-0.48787	0	0
39	5	1	0	79.5326	32.156	-22.866	-33.2626	55.8465	75.9289	0	0	79.5326	0.966565	157	30	26.2489	-2.62585	0	0
40	6	0	0	73.4585	31.4868	-1.54918	-39.8902	60.3436	91.7428	0	0	73.4585	0.931098	119	30	19.6319	-1.64818	0	0
41	6	0	0	78.6047	32.5184	7.68689	-39.8543	58.6542	87.4083	0	0	78.6047	0.934116	113	30	21.0066	-1.19456	0	0
42	6	0	0	69.728	30.758	-10.2113	-40.7169	58.0281	86.0644	0	0	69.728	0.926192	125	30	22.7988	-2.03366	0	0
