# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	114.253	39.3462	5.17549	0.200198	59.9644	0	0	0	114.253	0.927412	161	30	23.5466	1.34118	0	1.53215
1	1	1	0	101.588	36.9367	-6.83374	0.992084	59.0908	0	0	0	101.588	0.935703	131	30	24.635	1.84413	0	1.42663
2	1	1	0	98.8746	36.0864	16.9345	-1.74504	56.3303	0	0	0	98.8746	0.954129	145	30	27.0802	0.886494	0	1.67348
3	1	1	0	104.113	37.1168	-18.4162	-0.111515	55.2516	0	0	0	104.113	0.949673	151	30	29.0508	2.24927	0	1.57686
4	1	1	0	104.959	37.255	27.9787	-4.33046	50.4318	0	0	0	104.959	0.950296	160	30	33.6393	0.578678	0	1.72436
5	1	1	0	98.4691	36.1329	-29.1297	-2.53107	49.93	0	0	0	98.4691	0.947772	142	30	35.2959	2.53237	0	1.65747
6	1	1	0	87.9548	34.6599	38.1279	-7.54659	44.4008	0	0	0	87.9548	0.920059	132	30	41.2101	0.377288	0	1.7662
7	1	1	0	105.441	38.1195	-39.8061	-5.64916	43.7137	0	0	0	105.441	0.911856	151	30	43.1466	2.73461	0	1.71177
8	1	1	0	85.511	33.4225	47.6621	-10.2447	38.9572	0	0	0	85.511	0.961951	145	30	49.4476	0.255226	0	1.78252
9	1	1	0	82.1254	32.6305	-48.7878	-10.1732	39.0298	0	0	0	82.1254	0.969257	139	30	50.1995	2.8888	0	1.77637
10	2	0	0	79.6046	32.5723	0.16986	-7.67683	68.8408	0	0	0	79.6046	0.942872	131	30	15.0557	1.54731	0	0
11	2	0	0	58.0294	27.4991	10.6284	-9.12365	65.6943	0	0	0	58.0294	0.964322	98	22	17.3779	0.899278	0	0
12	2	0	0	78.1008	32.4112	-11.4347	-7.67419	64.9411	0	0	0	78.1008	0.934275	151	30	18.794	2.21261	0	0
