# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	113.576	39.1911	5.38572	2.34489	60.2415	0	0	0	113.576	0.929229	161	30	24.0719	1.32622	0	1.16017
1	1	1	0	97.841	36.1191	-5.73391	2.83418	60.0579	0	0	0	97.841	0.942447	130	30	24.4247	1.78914	0	1.11174
2	1	1	0	93.4175	35.0997	16.4095	1.09561	56.2374	0	0	0	93.4175	0.952865	143	30	27.7976	0.919434	0	1.50413
3	1	1	0	105.292	37.3759	-17.0995	1.65117	56.1837	0	0	0	105.292	0.947158	151	30	28.1245	2.20462	0	1.47453
4	1	1	0	107.725	38.1405	26.8141	-1.64956	51.0292	0	0	0	107.725	0.93058	157	30	33.4338	0.617609	0	1.63224
5	1	1	0	96.884	35.9114	-27.8667	-0.92078	50.7718	0	0	0	96.884	0.944055	141	30	33.9948	2.50933	0	1.60383
6	1	1	0	88.8824	34.8606	36.8226	-5.0446	45.3226	0	0	0	88.8824	0.919087	132	30	40.5421	0.404778	0	1.70695
7	1	1	0	102.305	37.4816	-38.6398	-3.2922	44.4623	0	0	0	102.305	0.915109	151	30	42.106	2.70726	0	1.65579
8	1	1	0	87.3198	33.7591	46.1644	-7.99528	39.8694	0	0	0	87.3198	0.962812	151	30	48.3908	0.272316	0	1.74229
9	1	1	0	82.5818	32.656	-47.6395	-7.40126	39.6242	0	0	0	82.5818	0.973125	139	30	49.1192	2.86085	0	1.72492
10	2	0	0	76.8304	31.7148	0.42715	-6.06804	69.6715	0	0	0	76.8304	0.959882	131	30	14.9679	1.51261	0	0
11	2	0	0	56.3994	26.9534	9.96223	-7.15393	66.2624	0	0	0	56.3994	0.975567	98	22	17.3287	0.926696	0	0
12	2	0	0	78.5068	32.3419	-10.8302	-6.40016	66.0006	0	0	0	78.5068	0.943161	151	30	17.9264	2.18882	0	0
13	2	0	0	75.2707	31.9271	19.8853	-8.3432	59.0185	0	0	0	75.2707	0.927933	147	30	23.9523	0.557257	0	0
14	2	0	0	76.8168	32.1184	-22.1998	-8.07253	57.9637	0	0	0	76.8168	0.935749	135	30	25.3128	2.6051	0	0
15	2	0	0	75.4111	32.3584	31.2936	-12.0643	50.7774	0	0	0	75.4111	0.905049	155	30	32.9738	0.27476	0	0
16	2	0	0	67.5005	29.6147	-32.7911	-10.6111	50.2532	0	0	0	67.5005	0.967171	137	22	33.9784	2.83054	0	0
17	2	1	0	59.9376	28.0345	41.5954	-14.743	43.5144	0	0	0	59.9376	0.958348	139	22	42.5033	0.148003	0	0
18	2	1	0	59.2876	27.9649	-42.29	-13.6611	43.7706	0	0	0	59.2876	0.952678	135	22	42.4872	2.96773	0	0
19	3	0	0	72.0648	30.8782	5.28682	-14.4556	75.5527	85.0091	0	0	72.0648	0.949791	144	29	8.70649	0.852447	0	0
20	3	0	0	66.6292	29.4701	-5.00882	-14.0625	76.7752	85.3906	0	0	66.6292	0.964077	128	26	8.31391	2.15213	0	0
21	3	0	0	63.8916	28.7313	15.2523	-15.8248	65.6703	78.313	0	0	63.8916	0.972618	132	22	16.5301	0.319109	0	0
22	3	0	0	78.8693	32.6957	-16.2172	-14.7338	65.7344	77.8353	0	0	78.8693	0.927124	150	30	16.9769	2.76288	0	0
23	3	0	0	79.7832	32.929	24.766	-17.9014	56.8298	69.877	0	0	79.7832	0.92462	142	30	25.4003	0.122719	0	0
24	3	0	0	62.2204	28.3851	-26.7293	-17.0652	56.1096	68.7335	0	0	62.2204	0.970424	115	22	26.5804	2.99261	0	0
25	3	1	0	75.0813	31.1627	35.3797	-21.1203	48.0305	60.1863	0	0	75.0813	0.971563	137	30	35.8232	-0.00305993	0	0
26	3	1	0	78.2124	31.8437	-36.0173	-19.7276	48.5042	60.3964	0	0	78.2124	0.969256	147	30	35.5971	3.10554	0	0
27	4	0	0	57.7221	27.2219	0.0195951	-22.1283	79.847	98.2518	0	0	57.7221	0.978847	110	20	1.20969	-1.17814	0	0
28	4	0	0	70.42	30.152	9.26847	-22.8828	71.5071	90.9055	0	0	70.42	0.973363	99	30	9.89057	-0.190436	0	0
29	4	0	0	78.9325	32.2267	-9.77924	-22.4432	72.3222	91.5455	0	0	78.9325	0.955065	138	30	9.44522	-2.98934	0	0
30	4	0	0	61.0891	28.0506	19.1965	-24.7904	61.1597	79.027	0	0	61.0891	0.975637	106	22	20.0002	-0.19013	0	0
