# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsBuffer	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	0	0	113.701	39.9228	11.9893	14.339	57.9105	0	0	0	113.701	0.89646	132	30	29.9398	1.25884	0	0
1	1	0	0	108.32	38.4871	-1.58305	15.8118	57.3185	0	0	0	108.32	0.918942	139	30	30.2864	1.71603	0	0
2	1	0	0	74.9016	31.6134	23.984	9.52762	55.3953	0	0	0	74.9016	0.941799	99	22	31.7751	0.84105	0	0
3	1	0	0	90.6466	34.594	-13.6908	13.0527	54.794	0	0	0	90.6466	0.951832	135	22	31.8158	2.11569	0	0
4	1	0	0	74.9317	31.3492	33.6882	4.09936	50.8424	0	0	0	74.9317	0.958125	113	22	35.8792	0.533781	0	0
5	1	0	0	110.012	39.0421	-26.8565	10.6039	48.0369	0	0	0	110.012	0.90695	144	30	38.6336	2.44595	0	0
6	1	0	0	102.835	37.4202	43.3723	-1.38654	44.951	0	0	0	102.835	0.922869	133	30	42.5341	0.304913	0	0
7	1	0	0	85.1923	34.1435	-37.7778	3.52742	42.9154	0	0	0	85.1923	0.91832	122	22	44.2635	2.73062	0	0
8	1	1	0	83.2772	32.8596	51.0499	-9.19354	40.2374	0	0	0	83.2772	0.969196	140	30	48.5043	0.102483	0	0
9	1	1	0	85.8824	33.4463	-45.9306	-4.76556	38.6695	0	0	0	85.8824	0.964755	147	30	49.6272	2.95123	0	0
10	2	0	0	96.0675	35.5058	4.92637	6.38528	67.0737	0	0	0	96.0675	0.957608	120	30	20.6507	1.46765	0	0
11	2	0	0	100.664	36.2431	15.53	4.00091	64.76	0	0	0	100.664	0.96302	146	30	22.1746	0.959325	0	0
12	2	0	0	97.2238	35.6563	-5.95964	6.14252	64.3124	0	0	0	97.2238	0.96097	135	30	22.1077	1.97821	0	0
13	2	0	0	90.7005	34.3729	25.7652	-0.870446	58.7415	0	0	0	90.7005	0.964687	133	30	26.531	0.524459	0	0
14	2	0	0	92.4133	35.0772	-18.0445	4.16792	56.9788	0	0	0	92.4133	0.94383	141	30	27.7535	2.42047	0	0
15	2	0	0	71.1279	30.3109	35.0631	-6.04166	51.635	0	0	0	71.1279	0.972862	117	22	33.2676	0.246388	0	0
16	2	0	0	92.1677	35.2043	-29.1754	0.476323	49.4919	0	0	0	92.1677	0.934541	150	30	35.1644	2.71244	0	0
