# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	102.076	36.9818	6.79585	-2.5453	61.0695	0	0	0	102.076	0.937901	158	30	21.8867	1.17826	0	1.92917
1	1	1	0	81.962	32.8313	-3.57245	-0.555454	59.7268	0	0	0	81.962	0.955537	138	22	22.3013	1.66041	0	1.72507
2	1	1	0	97.7884	36.1337	16.8685	-4.97645	57.7826	0	0	0	97.7884	0.941179	148	30	25.6269	0.767345	0	1.85768
3	1	1	0	106.502	37.9968	-15.1319	1.57167	54.2606	0	0	0	106.502	0.926983	136	30	27.8592	2.07895	0	1.46731
4	1	1	0	94.4253	35.4169	27.3131	-6.69412	51.8491	0	0	0	94.4253	0.945968	149	30	33.0599	0.507717	0	1.81115
5	1	1	0	77.4242	32.0034	-26.517	1.53968	48.3092	0	0	0	77.4242	0.949936	114	22	34.8261	2.36906	0	1.5128
6	1	1	0	73.8245	31.3929	36.5751	-9.76193	46.2998	0	0	0	73.8245	0.941343	121	22	40.3074	0.328533	0	1.83162
7	1	1	0	72.444	30.9758	-37.8289	-0.81362	42.4277	0	0	0	72.444	0.948787	97	22	42.3816	2.59708	0	1.5923
8	1	1	0	85.7575	33.3308	45.4539	-14.1616	41.3641	0	0	0	85.7575	0.97004	149	30	47.8113	0.180979	0	1.87283
9	1	1	0	77.7898	31.9409	-45.929	-3.81458	38.568	0	0	0	77.7898	0.958161	134	30	48.2322	2.73776	0	1.65366
10	2	0	0	74.7817	31.3468	-0.827546	-9.49553	69.0201	0	0	0	74.7817	0.956354	136	30	13.2929	1.51442	0	0
11	2	0	0	72.8551	31.235	10.1128	-12.4125	67.9685	0	0	0	72.8551	0.938396	147	30	15.6161	0.724936	0	0
12	2	0	0	77.1004	32.3586	-11.5068	-6.71939	62.2161	0	0	0	77.1004	0.92531	136	30	18.8718	2.12491	0	0
13	2	0	0	71.5625	30.8771	21.0769	-14.1353	59.6608	0	0	0	71.5625	0.94324	134	30	24.2423	0.36406	0	0
14	2	0	0	61.3295	28.09	-22.54	-5.96418	54.4291	0	0	0	61.3295	0.976729	106	22	26.8666	2.46591	0	0
15	2	0	0	64.4933	28.7542	30.8798	-16.33	51.9993	0	0	0	64.4933	0.980215	143	22	33.0886	0.195797	0	0
16	2	0	0	74.763	31.192	-31.8786	-7.52324	48.4163	0	0	0	74.763	0.965631	142	22	33.9205	2.67549	0	0
17	2	1	0	60.2044	28.1032	39.462	-19.6685	45.9013	0	0	0	60.2044	0.957912	135	22	41.1554	0.0753669	0	0
18	2	1	0	79.5977	32.6245	-41.8453	-10.7999	42.3546	0	0	0	79.5977	0.939775	146	30	42.0094	2.85272	0	0
19	3	0	0	71.1207	31.4478	3.1384	-18.1736	77.8996	85.8621	0	0	71.1207	0.903703	139	29	6.58276	0.772372	0	0
20	3	0	0	59.4217	27.6213	-7.42827	-15.6112	72.0295	80.587	0	0	59.4217	0.978738	105	22	9.24407	2.25625	0	0
21	3	0	0	76.5261	31.9013	14.2825	-21.0118	67.8998	81.4436	0	0	76.5261	0.944939	133	30	15.9559	0.110248	0	0
22	3	0	0	73.1926	30.825	-17.1378	-14.0794	62.5913	72.5158	0	0	73.1926	0.96799	103	30	17.8222	2.6324	0	0
23	3	0	0	73.4168	30.8927	23.2801	-22.8552	58.893	72.8195	0	0	73.4168	0.966705	124	30	24.8568	-0.00353471	0	0
24	3	0	0	78.0606	32.5549	-26.703	-15.4504	54.5216	64.9887	0	0	78.0606	0.92557	151	30	26.1702	2.85822	0	0
25	3	1	0	59.6996	27.735	32.6873	-24.9672	50.9249	63.8958	0	0	59.6996	0.975271	140	22	34.3344	-0.0641152	0	0
26	3	1	0	82.6366	32.8502	-36.0827	-17.8294	47.3286	57.4725	0	0	82.6366	0.96229	158	30	34.8576	2.99945	0	0
27	4	0	0	67.5124	30.0653	-2.97818	-24.4242	80.1968	94.6867	0	0	67.5124	0.93856	127	26	2.17024	-2.27292	0	0
28	4	0	0	63.4303	28.6209	6.97996	-26.4205	75.0406	94.4192	0	0	63.4303	0.97306	124	22	9.30374	-0.403519	0	0
29	4	0	0	77.6718	31.7376	-13.2873	-23.1773	68.767	83.655	0	0	77.6718	0.969004	129	30	11.7179	-3.1066	0	0
30	4	0	0	59.1759	28.1729	16.9388	-29.7295	63.9337	83.6469	0	0	59.1759	0.936897	118	22	19.7811	-0.359667	0	0
31	4	0	0	78.537	32.0747	-21.9242	-23.913	59.62	74.2028	0	0	78.537	0.95931	122	30	20.3799	-3.08535	0	0
32	4	1	0	55.1519	26.7519	26.9218	-30.9664	54.6339	71.1582	0	0	55.1519	0.968414	127	22	29.6544	-0.28014	0	0
33	4	1	0	53.957	26.3997	-31.0918	-24.9764	51.5401	64.7166	0	0	53.957	0.972879	127	22	29.5978	-3.06689	0	0
34	5	0	0	70.3563	30.1048	0.959456	-33.3166	71.3786	108.966	0	0	70.3563	0.975532	120	22	10.8499	-1.33488	0	0
35	5	0	0	76.0094	31.2769	-8.6397	-31.9259	69.3796	94.4678	0	0	76.0094	0.976407	118	30	11.5658	-2.22773	0	0
36	5	0	0	64.3139	29.1735	10.2726	-35.4546	65.5836	93.2309	0	0	64.3139	0.949592	109	22	17.36	-0.819546	0	0
37	5	0	0	60.4236	27.8356	-17.0478	-32.4704	62.1323	82.7145	0	0	60.4236	0.979975	98	22	18.2623	-2.58144	0	0
38	5	1	0	69.1173	30.2927	21.0547	-37.0564	57.1451	78.2188	0	0	69.1173	0.946498	136	30	26.7647	-0.563179	0	0
39	5	1	0	78.146	31.6973	-26.2097	-32.5992	54.1168	71.2523	0	0	78.146	0.977402	139	30	26.5228	-2.76183	0	0
40	6	0	0	75.4886	31.276	-4.80744	-40.8507	62.8414	94.4355	0	0	75.4886	0.969772	121	30	18.3698	-1.7476	0	0
41	6	0	0	60.9933	28.0827	4.7469	-41.9117	61.82	93.4702	0	0	60.9933	0.971883	108	22	20.1617	-1.25178	0	0
42	6	0	0	77.5494	31.7204	-13.3836	-41.0358	59.085	84.8939	0	0	77.5494	0.968528	125	30	21.7518	-2.14457	0	0
43	6	1	0	70.5971	30.826	15.4905	-42.9783	56.6793	81.8472	0	0	70.5971	0.933603	153	30	26.4531	-0.869537	0	0
44	6	1	0	57.669	27.1705	-21.3199	-40.6122	54.4981	75.8699	0	0	57.669	0.981651	133	22	26.6128	-2.40666	0	0
45	7	0	1	97.7545	36.5574	-1.20001	-50.3673	54.4877	82.5871	0	0	97.7545	0.919169	150	30	27.6025	-1.55715	0	0
46	7	0	1	97.4128	36.8615	8.32087	-50.9086	53.2299	79.9111	0	0	97.4128	0.900909	154	30	29.8311	-1.2326	0	0
47	7	0	1	69.8661	31.1288	-10.1466	-50.2205	53.0073	78.9386	0	0	69.8661	0.90605	135	22	28.7598	-1.87338	0	0
48	7	1	1	74.7337	31.7544	17.3902	-50.605	50.4527	73.7066	0	0	74.7337	0.931362	147	30	33.685	-0.972709	0	0
49	7	1	1	80.4535	32.712	-18.8639	-49.2065	50.3269	72.7273	0	0	80.4535	0.944802	145	30	31.5893	-2.14988	0	0
