# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	103.894	37.3298	7.16755	-3.64942	60.9379	0	0	0	103.894	0.936891	158	30	21.9886	1.15288	0	2.04175
1	1	1	0	81.1115	32.686	-3.36595	-1.25081	59.435	0	0	0	81.1115	0.954043	138	22	22.5523	1.64221	0	1.92661
2	1	1	0	97.867	36.2086	17.4105	-5.98335	57.7155	0	0	0	97.867	0.938041	148	30	26.132	0.74737	0	1.90182
3	1	1	0	107.86	38.4808	-15.3274	0.818001	53.7534	0	0	0	107.86	0.915341	136	30	28.063	2.07553	0	1.51748
4	1	1	0	98.2629	36.198	27.9864	-8.34621	51.608	0	0	0	98.2629	0.942388	150	30	33.4932	0.477743	0	1.86063
5	1	1	0	78.3539	32.3036	-27.0047	0.656344	47.742	0	0	0	78.3539	0.943559	114	22	35.1128	2.37323	0	1.5465
6	1	1	0	70.3281	30.5148	37.1485	-12.005	46.1764	0	0	0	70.3281	0.949114	121	22	40.6382	0.293084	0	1.88336
7	1	1	0	72.9466	31.1295	-38.5224	-1.6923	42.0203	0	0	0	72.9466	0.945958	97	22	42.8725	2.60129	0	1.6147
8	1	1	0	86.008	33.3729	45.4097	-16.7949	41.3292	0	0	0	86.008	0.97042	149	30	47.6759	0.146313	0	1.92504
9	1	1	0	78.1185	32.0619	-46.6557	-4.73752	38.1935	0	0	0	78.1185	0.954958	134	30	48.7567	2.74112	0	1.67199
10	2	0	0	74.9115	31.4554	-0.713994	-10.2741	68.7858	0	0	0	74.9115	0.951408	136	30	13.5117	1.49354	0	0
11	2	0	0	72.9397	31.2065	10.1077	-13.3648	67.9552	0	0	0	72.9397	0.941202	147	30	15.7647	0.718799	0	0
12	2	0	0	78.5029	32.79	-11.4942	-7.38211	61.8298	0	0	0	78.5029	0.917514	136	30	19.0415	2.10758	0	0
13	2	0	0	68.6467	30.5093	21.2475	-15.0576	59.42	0	0	0	68.6467	0.926755	134	30	24.5902	0.361108	0	0
14	2	0	0	62.0586	28.2713	-22.8754	-6.56766	53.9578	0	0	0	62.0586	0.97571	107	22	27.2227	2.45873	0	0
15	2	0	0	64.5831	28.7757	30.9057	-17.9555	51.9298	0	0	0	64.5831	0.980115	143	22	33.1717	0.175448	0	0
16	2	0	0	76.6215	31.5389	-32.5206	-8.36298	47.7886	0	0	0	76.6215	0.967979	142	22	34.3953	2.67793	0	0
17	2	1	0	59.6172	27.9566	39.1407	-21.9871	45.9264	0	0	0	59.6172	0.958544	135	22	40.9353	0.0429712	0	0
18	2	1	0	78.7811	32.5529	-42.8101	-11.8043	41.7961	0	0	0	78.7811	0.934228	146	30	42.7548	2.85853	0	0
19	3	0	0	74.3663	32.0592	3.2837	-19.1775	78.1246	85.9488	0	0	74.3663	0.909242	140	30	6.8025	0.736275	0	0
20	3	0	0	61.0121	28.0198	-7.37806	-16.26	71.6395	80.0674	0	0	61.0121	0.976556	105	22	9.36124	2.2149	0	0
21	3	0	0	76.0866	31.848	14.6241	-21.9752	67.5504	81.0272	0	0	76.0866	0.942659	133	30	16.4763	0.10766	0	0
22	3	0	0	75.0986	31.1793	-17.3162	-14.79	62.2039	71.8377	0	0	75.0986	0.970756	104	30	17.9527	2.61933	0	0
23	3	0	0	72.6061	30.7736	23.3863	-23.9009	58.8809	72.8548	0	0	72.6061	0.963444	124	30	25.1435	-0.00617562	0	0
24	3	0	0	80.5401	32.8788	-27.123	-16.1071	53.8922	64.0327	0	0	80.5401	0.936247	151	30	26.4914	2.8491	0	0
25	3	1	0	59.0958	27.6243	32.1091	-26.882	51.1706	64.5261	0	0	59.0958	0.97316	140	22	34.0108	-0.0923481	0	0
26	3	1	0	83.2749	32.9602	-36.7519	-18.4471	46.6407	56.5473	0	0	83.2749	0.963264	159	30	35.3939	2.99133	0	0
27	4	0	0	71.1737	30.6431	-2.68701	-25.4783	79.6137	94.8665	0	0	71.1737	0.952495	127	28	1.96658	-2.06351	0	0
28	4	0	0	64.0642	28.6763	7.0771	-27.4921	74.6908	94.3924	0	0	64.0642	0.978993	125	22	9.59552	-0.401115	0	0
29	4	0	0	74.4653	31.1878	-13.167	-23.5238	68.1233	83.1809	0	0	74.4653	0.962042	129	30	11.4124	3.12215	0	0
30	4	0	0	58.6847	27.882	16.7392	-30.7501	63.764	83.6669	0	0	58.6847	0.948611	118	22	19.7779	-0.362014	0	0
31	4	0	0	77.2945	31.8098	-22.1993	-24.3077	59.2356	73.5694	0	0	77.2945	0.959925	122	30	20.4502	-3.1141	0	0
32	4	1	0	52.5578	26.2212	26.5386	-32.572	54.6694	71.5851	0	0	52.5578	0.960602	127	22	29.6401	-0.302372	0	0
33	4	1	0	55.2445	26.7178	-31.4251	-25.4349	51.2083	64.0118	0	0	55.2445	0.972516	127	22	29.7164	-3.08471	0	0
34	5	0	0	71.3346	30.2818	0.769958	-34.6798	70.8073	108.44	0	0	71.3346	0.977566	120	22	11.2224	-1.3437	0	0
35	5	0	0	80.6461	32.208	-9.13961	-32.5245	68.6307	94.0823	0	0	80.6461	0.976937	118	30	11.4706	-2.27003	0	0
36	5	0	0	64.174	29.0462	10.0641	-36.4733	65.4313	93.3139	0	0	64.174	0.95585	109	22	17.3703	-0.822322	0	0
37	5	0	0	61.9017	28.2489	-17.4889	-32.4149	61.3523	81.8137	0	0	61.9017	0.974783	99	22	17.9626	-2.63794	0	0
38	5	1	0	69.3739	30.3356	20.6444	-38.1429	57.001	78.3654	0	0	69.3739	0.947328	136	30	26.6288	-0.571228	0	0
39	5	1	0	78.8924	31.8873	-26.7391	-33.2035	53.6555	70.511	0	0	78.8924	0.97501	139	30	26.7127	-2.77968	0	0
40	6	0	0	79.1426	32.1458	-5.34039	-41.8369	62.5282	94.1001	0	0	79.1426	0.962437	122	30	18.4429	-1.76635	0	0
41	6	0	0	57.8109	27.3317	4.52328	-43.0391	61.6474	93.4236	0	0	57.8109	0.972495	108	22	20.2899	-1.25611	0	0
42	6	0	0	75.7877	31.2899	-14.0928	-41.4775	58.8107	84.4481	0	0	75.7877	0.972749	125	30	21.6008	-2.17863	0	0
43	6	1	0	69.4274	30.5713	15.1719	-44.2316	56.5617	81.9142	0	0	69.4274	0.933497	153	30	26.5755	-0.880192	0	0
44	6	1	0	60.2948	27.8322	-21.6589	-41.1701	54.0914	75.224	0	0	60.2948	0.978123	133	22	26.452	-2.42247	0	0
45	7	0	1	98.8754	36.6734	-1.4421	-51.1543	54.562	82.8809	0	0	98.8754	0.923837	150	30	27.4105	-1.55932	0	0
46	7	0	1	97.3683	36.8091	8.21297	-51.7786	53.1961	79.9955	0	0	97.3683	0.90306	154	30	29.753	-1.2291	0	0
47	7	0	1	69.6348	31.0463	-10.4979	-50.9103	53.0718	79.1206	0	0	69.6348	0.907856	135	22	28.5364	-1.88212	0	0
48	7	1	1	74.0569	31.7511	17.4965	-51.5612	50.3406	73.6051	0	0	74.0569	0.923116	147	30	33.8289	-0.965342	0	0
49	7	1	1	80.203	32.6261	-19.267	-49.8413	50.3446	72.7581	0	0	80.203	0.946827	145	30	31.426	-2.16179	0	0
