# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	82.7775	32.9844	1.50797	1.38235	60.3035	0	0	0	82.7775	0.956102	141	22	24.6646	1.36226	0	0.82886
1	1	1	0	100.613	36.9296	-10.1519	2.3399	58.8311	0	0	0	100.613	0.927071	123	30	25.9297	1.82631	0	1.34427
2	1	1	0	105.593	38.1072	13.8953	-0.881166	56.8172	0	0	0	105.593	0.913757	137	30	28.0032	0.896049	0	1.63413
3	1	1	0	98.0657	35.9394	-21.9097	0.746411	54.6222	0	0	0	98.0657	0.954079	124	30	29.7874	2.23285	0	1.53675
4	1	1	0	104.812	37.4094	26.2803	-4.86222	50.4446	0	0	0	104.812	0.94115	149	30	34.8229	0.539397	0	1.75374
5	1	1	0	73.6521	30.9612	-32.6911	-3.15531	49.5786	0	0	0	73.6521	0.965514	128	22	35.0751	2.54891	0	1.66702
6	1	1	0	102.034	37.2423	37.2679	-9.27107	43.9465	0	0	0	102.034	0.924447	138	30	43.0311	0.318549	0	1.81462
7	1	1	0	95.8975	36.1746	-41.5251	-7.36511	44.8207	0	0	0	95.8975	0.920893	149	30	40.9276	2.75627	0	1.74634
8	1	1	0	84.9745	33.2622	46.6955	-14.5567	38.5199	0	0	0	84.9745	0.965155	147	30	50.9565	0.16145	0	1.87299
9	1	1	0	57.762	27.4263	-49.686	-11.684	40.187	0	0	0	57.762	0.964977	126	22	47.3971	2.90599	0	1.80176
10	2	0	0	66.9313	29.3772	-3.63113	-5.721	68.0213	0	0	0	66.9313	0.974579	129	22	17.0269	1.57272	0	0
11	2	0	0	70.4499	30.1472	6.47792	-7.0443	66.0051	0	0	0	70.4499	0.974084	142	22	18.6584	1.00031	0	0
12	2	0	0	78.5675	32.8891	-15.1034	-5.81982	63.4227	0	0	0	78.5675	0.912745	143	30	20.4677	2.16773	0	0
13	2	0	0	78.6052	33.2473	18.0986	-9.82135	58.5359	0	0	0	78.6052	0.893611	139	30	25.2557	0.53731	0	0
14	2	0	0	65.7525	29.1162	-25.7246	-8.67264	56.8119	0	0	0	65.7525	0.974661	115	22	26.2237	2.57503	0	0
15	2	0	0	77.9494	32.9211	29.9321	-14.8396	50.2514	0	0	0	77.9494	0.903804	142	30	34.4504	0.231622	0	0
16	2	0	0	60.1458	28.4672	-35.0345	-13.0609	50.7711	0	0	0	60.1458	0.932667	101	22	32.8948	2.84268	0	0
17	2	1	0	83.4055	33.1243	40.143	-20.1938	42.9657	0	0	0	83.4055	0.955238	151	30	43.8158	0.0583238	0	0
18	2	1	0	79.5471	32.4533	-44.5105	-17.7676	44.1311	0	0	0	79.5471	0.949108	149	30	41.2142	3.02046	0	0
19	3	0	0	76.5043	31.8083	0.0252096	-14.2785	76.7116	84.2168	0	0	76.5043	0.950197	142	30	9.212	1.16652	0	0
20	3	0	0	79.812	32.2873	-10.3182	-13.8481	73.1486	81.8816	0	0	79.812	0.962086	129	30	11.1518	2.21753	0	0
21	3	0	0	73.8502	31.138	11.0312	-15.6055	66.9441	78.665	0	0	73.8502	0.957153	131	30	16.28	0.45418	0	0
22	3	0	0	56.591	27.2185	-19.5469	-14.6915	64.2925	75.5375	0	0	56.591	0.959907	91	22	17.868	2.67384	0	0
23	3	0	0	80.8773	32.9113	21.6332	-19.421	57.4899	70.8752	0	0	80.8773	0.93831	149	30	25.4499	0.131099	0	0
24	3	0	0	81.2513	32.7761	-28.6406	-18.4684	56.6711	69.5034	0	0	81.2513	0.950443	141	30	25.4053	2.97234	0	0
25	3	1	0	80.9107	32.5103	31.7031	-24.5416	48.9983	62.1866	0	0	80.9107	0.961999	158	30	35.347	-0.0507684	0	0
26	3	1	0	57.4527	27.5077	-38.0194	-22.5792	48.9514	61.5381	0	0	57.4527	0.954143	144	22	34.4214	3.13669	0	0
27	4	0	0	60.6583	27.8526	-5.18396	-22.2436	80.3417	95.754	0	0	60.6583	0.982579	98	22	1.6639	2.83365	0	0
28	4	0	0	80.696	32.3815	4.5335	-23.2302	74.0143	92.7835	0	0	80.696	0.967091	130	30	8.14612	-0.0592392	0	0
29	4	0	0	80.1273	32.0931	-14.9843	-23.0888	69.5768	87.1998	0	0	80.1273	0.977615	120	30	11.391	-3.11166	0	0
30	4	0	0	76.7427	31.7041	14.1533	-25.3215	63.3869	81.8248	0	0	76.7427	0.959435	145	30	17.9372	-0.143974	0	0
31	4	0	0	66.9261	29.718	-23.1224	-25.2612	60.8349	78.2901	0	0	66.9261	0.952284	106	22	19.6852	-3.01357	0	0
32	4	1	0	79.8025	32.5248	23.7716	-29.1239	54.0979	71.0185	0	0	79.8025	0.947974	161	30	28.1028	-0.228875	0	0
33	4	1	0	75.4385	31.4495	-32.1099	-28.4728	52.4484	68.3958	0	0	75.4385	0.958464	147	30	29.0806	-2.94343	0	0
34	5	0	0	77.0025	31.7443	-0.853866	-31.5395	70.1041	105.859	0	0	77.0025	0.96025	117	30	9.20999	-1.26821	0	0
35	5	0	0	78.0833	31.8258	-10.0442	-31.5827	68.0942	97.729	0	0	78.0833	0.968747	109	30	10.9363	-2.20111	0	0
36	5	0	0	75.2782	31.2406	8.90609	-33.2266	63.7511	89.9579	0	0	75.2782	0.969258	105	30	16.3145	-0.697486	0	0
37	5	0	0	78.2825	31.9676	-17.8813	-33.6993	61.4313	85.8259	0	0	78.2825	0.962622	112	30	17.9982	-2.48746	0	0
38	5	1	0	71.4338	30.8367	17.9667	-35.2687	56.0138	77.2415	0	0	71.4338	0.944013	143	30	24.9363	-0.526038	0	0
39	5	1	0	74.2949	31.3329	-26.8025	-35.3794	54.0576	74.0014	0	0	74.2949	0.950973	134	30	26.4195	-2.64309	0	0
40	6	0	0	72.6731	30.9812	-5.00666	-41.3379	60.1482	91.7588	0	0	72.6731	0.951452	102	30	18.6432	-1.64641	0	0
41	6	0	0	74.5552	31.3366	3.87018	-41.4952	59.1623	88.9782	0	0	74.5552	0.954078	131	30	20.1802	-1.19169	0	0
42	6	0	0	71.8607	30.8445	-13.4255	-42.4303	57.0667	84.7475	0	0	71.8607	0.949176	102	30	21.9993	-2.03387	0	0
43	6	1	0	71.8587	30.8794	13.5391	-42.3415	54.4541	78.7894	0	0	71.8587	0.947002	144	30	26.0307	-0.852167	0	0
44	6	1	0	72.8144	30.7094	-22.4479	-43.1766	52.3768	75.185	0	0	72.8144	0.970251	137	30	27.7963	-2.31601	0	0
45	7	0	1	101.044	37.4765	-0.258648	-51.6307	51.0815	77.4516	0	0	101.044	0.904075	155	30	29.0752	-1.45568	0	0
46	7	0	1	74.2531	32.486	8.66174	-50.9899	50.0266	74.6687	0	0	74.2531	0.884162	140	22	30.7883	-1.16124	0	0
47	7	0	1	93.7225	36.1071	-9.29708	-51.8708	50.4899	76.2206	0	0	93.7225	0.903376	143	30	29.6752	-1.76403	0	0
48	7	1	1	56.9696	27.8813	16.5856	-49.515	48.2626	70.2789	0	0	56.9696	0.920931	141	22	33.5241	-0.924703	0	0
49	7	1	1	82.6749	33.2865	-18.6844	-51.4873	48.4194	71.5025	0	0	82.6749	0.937665	151	30	32.4583	-2.05419	0	0
