# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	81.1246	32.5106	3.33329	2.95174	60.6442	0	0	0	81.1246	0.964522	141	22	23.8014	1.35455	0	0.846025
1	1	1	0	97.8027	36.3046	-7.59619	3.64634	59.7068	0	0	0	97.8027	0.932477	123	30	24.6394	1.80936	0	1.12326
2	1	1	0	95.2006	35.5866	14.5273	1.7815	57.041	0	0	0	95.2006	0.944665	136	30	27.4428	0.934773	0	1.44878
3	1	1	0	94.2989	35.1921	-18.1777	2.4421	56.091	0	0	0	94.2989	0.956813	124	30	28.0371	2.19578	0	1.43725
4	1	1	0	103.86	37.1801	25.6957	-0.0921641	51.0516	0	0	0	103.86	0.94414	147	30	34.0989	0.63414	0	1.57439
5	1	1	0	71.0324	30.449	-28.6728	-0.392147	50.8872	0	0	0	71.0324	0.962766	125	22	33.4618	2.50457	0	1.58447
6	1	1	0	98.5437	36.6079	36.2149	-2.66367	44.8799	0	0	0	98.5437	0.924035	136	30	41.8809	0.43454	0	1.64422
7	1	1	0	95.9921	36.3323	-37.5314	-2.9346	45.7111	0	0	0	95.9921	0.913818	149	30	39.7493	2.6896	0	1.64883
8	1	1	0	85.0983	33.2267	45.8718	-6.34705	39.537	0	0	0	85.0983	0.968628	147	30	49.6452	0.284792	0	1.70829
9	1	1	0	60.4526	27.9889	-46.1466	-6.31938	40.8999	0	0	0	60.4526	0.969737	129	22	46.5218	2.83646	0	1.70689
10	2	0	0	67.9624	29.5505	-1.41611	-4.88561	69.1839	0	0	0	67.9624	0.978024	129	22	15.4138	1.54759	0	0
11	2	0	0	66.8751	29.2804	7.98395	-5.61359	66.786	0	0	0	66.8751	0.980212	142	22	17.6285	0.984214	0	0
12	2	0	0	79.3397	32.4564	-12.2122	-5.21534	65.2755	0	0	0	79.3397	0.946456	143	30	18.3403	2.17628	0	0
13	2	0	0	74.2507	31.668	18.3776	-6.9871	59.6758	0	0	0	74.2507	0.930401	139	30	24.1492	0.58366	0	0
14	2	0	0	63.4396	28.5244	-22.267	-6.80935	58.5262	0	0	0	63.4396	0.979799	115	22	24.5325	2.55957	0	0
15	2	0	0	80.0268	32.7888	29.8149	-9.9112	51.0233	0	0	0	80.0268	0.935395	142	30	33.2516	0.3176	0	0
16	2	0	0	61.8594	28.4804	-31.347	-9.89629	51.8793	0	0	0	61.8594	0.958347	101	22	31.3483	2.80346	0	0
17	2	1	0	82.8374	32.9429	40.3553	-13.2476	43.8287	0	0	0	82.8374	0.959206	151	30	42.7145	0.165752	0	0
18	2	1	0	81.9381	32.7016	-41.1323	-13.1467	45.0319	0	0	0	81.9381	0.962845	149	30	40.0025	2.96192	0	0
19	3	0	0	75.1114	31.6894	2.44677	-13.4498	78.0665	86.3037	0	0	75.1114	0.939911	141	30	8.04191	1.0183	0	0
20	3	0	0	72.8204	30.7742	-7.6761	-13.5031	75.1264	85.0271	0	0	72.8204	0.96625	128	28	8.99842	2.28622	0	0
21	3	0	0	70.9528	30.3768	12.6811	-14.3845	67.9079	79.9935	0	0	70.9528	0.966265	130	29	15.6166	0.388164	0	0
22	3	0	0	54.7182	26.7246	-16.6946	-13.814	66.2845	78.4472	0	0	54.7182	0.962765	91	21	16.2677	2.73181	0	0
23	3	0	0	80.8017	32.629	22.7365	-16.437	57.736	70.4736	0	0	80.8017	0.953725	147	30	24.812	0.156133	0	0
24	3	0	0	79.2204	32.3079	-25.5822	-16.4385	57.6823	70.6873	0	0	79.2204	0.953736	141	30	24.1189	2.981	0	0
25	3	1	0	84.063	33.1942	32.9291	-19.5968	49.2279	61.5055	0	0	84.063	0.958715	157	30	34.7099	0.0201257	0	0
26	3	1	0	60.2888	28.0873	-35.121	-19.1315	49.5316	61.7567	0	0	60.2888	0.960344	145	22	33.3676	3.10671	0	0
27	4	0	0	55.8269	26.7917	-2.81506	-21.3505	79.0821	98.5986	0	0	55.8269	0.977353	98	20	1.48254	-2.34955	0	0
28	4	0	0	75.4898	31.4194	6.55389	-22.2691	73.1419	93.3149	0	0	75.4898	0.960954	130	30	8.55835	-0.232727	0	0
29	4	0	0	78.9013	31.9309	-12.5755	-22.1669	69.8198	89.5004	0	0	78.9013	0.972461	120	30	10.9628	-2.97003	0	0
30	4	0	0	74.3351	31.697	16.477	-23.7747	62.8738	81.0693	0	0	74.3351	0.929753	143	30	18.5794	-0.188386	0	0
31	4	0	0	64.9593	29.2136	-20.8815	-23.9142	61.2919	79.1605	0	0	64.9593	0.956492	106	22	19.4474	-2.95442	0	0
32	4	1	0	77.4035	31.7212	26.4066	-25.9945	53.9778	69.9934	0	0	77.4035	0.966658	157	30	28.7509	-0.199551	0	0
33	4	1	0	74.7209	31.174	-29.9823	-26.0936	52.9633	68.695	0	0	74.7209	0.9662	147	30	28.7983	-2.93886	0	0
34	5	0	0	73.5276	31.0375	1.34946	-30.1228	69.4039	104.216	0	0	73.5276	0.959151	117	30	10.3119	-1.26309	0	0
35	5	0	0	75.4584	31.4442	-8.05715	-30.6128	67.2011	97.8013	0	0	75.4584	0.959039	109	30	12.0803	-2.11781	0	0
36	5	0	0	72.2962	30.5242	11.2084	-31.359	63.2584	89.0213	0	0	72.2962	0.975073	104	30	17.057	-0.705789	0	0
37	5	0	0	77.9306	31.8187	-16.0413	-32.4565	60.9816	85.5502	0	0	77.9306	0.967279	111	30	18.7473	-2.43573	0	0
38	5	1	0	76.9173	31.5746	20.2264	-32.8207	56.0259	76.8732	0	0	76.9173	0.969524	142	30	25.3159	-0.517566	0	0
39	5	1	0	73.0266	31.0104	-25.2804	-33.3732	54.0342	73.7194	0	0	73.0266	0.954278	134	30	26.8998	-2.63389	0	0
40	6	0	0	70.5375	30.6218	-3.02276	-39.6393	59.9031	91.0571	0	0	70.5375	0.945299	102	30	19.3843	-1.63528	0	0
41	6	0	0	71.6007	30.8869	5.55968	-39.4655	59.1606	88.6877	0	0	71.6007	0.943144	131	30	20.525	-1.20543	0	0
42	6	0	0	68.8155	29.9849	-11.7348	-40.8298	56.8347	84.1868	0	0	68.8155	0.961816	102	30	22.823	-2.02244	0	0
43	6	1	0	74.5396	31.3231	14.939	-40.4207	54.562	78.884	0	0	74.5396	0.954702	143	30	26.1601	-0.877777	0	0
44	6	1	0	72.4243	30.6511	-21.1242	-41.3134	52.1704	74.6021	0	0	72.4243	0.968729	137	30	28.5692	-2.31491	0	0
45	7	0	1	95.3167	36.5711	0.236429	-49.7419	51.1783	77.3474	0	0	95.3167	0.895575	155	30	29.5152	-1.50264	0	0
46	7	0	1	70.4727	31.9755	8.58338	-49.0971	50.551	75.5155	0	0	70.4727	0.866154	140	22	30.6074	-1.2256	0	0
47	7	0	1	89.7722	35.3408	-8.54821	-49.8993	50.4296	75.726	0	0	89.7722	0.903233	143	30	30.3693	-1.79576	0	0
48	7	1	1	57.0124	27.8071	16.2676	-48.1252	48.7612	71.2964	0	0	57.0124	0.926548	141	22	33.1662	-0.995637	0	0
49	7	1	1	81.6057	33.0578	-17.826	-49.527	48.2204	70.8175	0	0	81.6057	0.938388	151	30	33.3492	-2.07298	0	0
