# CellID	Layer	Boundary	Stem	Area	Perimeter	CenterX	CenterY	WUS	CK	Neighbors	IsDividing	Volume	Circularity	WallNodeCount	CytNodeCount	CenterDist	CenterAngle	IsLP	ThetaLocal
# Units	-	-	-	-	um^2	um	um	um	-	-	count	-	um^3	-	count	count	um	rad	-	rad
0	1	1	0	82.509	32.88	3.87046	2.95854	60.5445	0	0	0	82.509	0.959062	141	22	24.1838	1.32872	0	0.91818
1	1	1	0	99.145	36.6795	-7.38025	3.81321	59.4359	0	0	0	99.145	0.926048	123	30	24.9369	1.79127	0	1.0939
2	1	1	0	95.5879	35.573	15.1447	1.84532	56.8429	0	0	0	95.5879	0.949229	136	30	28.1362	0.918839	0	1.44955
3	1	1	0	98.1851	36.088	-18.5672	2.58097	55.6473	0	0	0	98.1851	0.947392	124	30	28.4704	2.19504	0	1.43267
4	1	1	0	106.792	37.7581	26.375	-0.675804	50.8856	0	0	0	106.792	0.941299	147	30	34.5657	0.611509	0	1.59642
5	1	1	0	77.6634	31.8355	-29.7039	-0.612732	50.5435	0	0	0	77.6634	0.962945	126	22	34.1741	2.51976	0	1.59142
6	1	1	0	96.5193	36.2076	36.8016	-3.75401	44.826	0	0	0	96.5193	0.925177	136	30	42.2018	0.408556	0	1.67245
7	1	1	0	91.4224	35.5313	-38.6635	-3.62504	45.5226	0	0	0	91.4224	0.909999	149	30	40.4355	2.71054	0	1.66428
8	1	1	0	85.9046	33.3606	46.1677	-7.64252	39.4665	0	0	0	85.9046	0.969969	147	30	49.7887	0.261619	0	1.73485
9	1	1	0	59.6037	27.7606	-46.746	-6.99062	40.7142	0	0	0	59.6037	0.971907	129	22	46.8168	2.84842	0	1.71924
10	2	0	0	67.4677	29.4218	-1.46622	-4.68639	68.9346	0	0	0	67.4677	0.979413	129	22	15.8404	1.54172	0	0
11	2	0	0	68.3451	29.5909	8.03367	-5.54947	66.2799	0	0	0	68.3451	0.980844	142	22	17.9814	0.983717	0	0
12	2	0	0	80.0606	32.784	-12.3317	-4.7237	64.9043	0	0	0	80.0606	0.936061	143	30	18.9153	2.15325	0	0
13	2	0	0	74.7784	31.9804	18.9885	-7.12232	59.2569	0	0	0	74.7784	0.918797	139	30	24.8385	0.56972	0	0
14	2	0	0	67.4607	29.4375	-22.7247	-6.87394	58.0291	0	0	0	67.4607	0.97827	115	22	24.8751	2.56092	0	0
15	2	0	0	80.48	32.7123	30.1256	-10.7769	51.126	0	0	0	80.48	0.945096	142	30	33.5005	0.295101	0	0
16	2	0	0	61.9659	28.5897	-32.0337	-10.2156	51.6858	0	0	0	61.9659	0.952669	101	22	31.8215	2.81183	0	0
17	2	1	0	84.0582	33.1221	40.3004	-14.5697	43.8308	0	0	0	84.0582	0.962842	151	30	42.6444	0.139992	0	0
18	2	1	0	80.6904	32.5223	-41.7039	-13.7201	44.8751	0	0	0	80.6904	0.958668	149	30	40.3542	2.97228	0	0
19	3	0	0	72.8067	30.9502	2.18371	-13.318	77.0415	85.3473	0	0	72.8067	0.955115	141	30	8.29255	1.05217	0	0
20	3	0	0	74.2108	31.0711	-7.84596	-12.9846	74.8328	84.2651	0	0	74.2108	0.965973	128	29	9.58233	2.23663	0	0
21	3	0	0	76.0422	31.5351	12.8745	-14.1583	67.2446	79.5679	0	0	76.0422	0.960893	130	30	16.1106	0.405941	0	0
22	3	0	0	55.5625	27.0563	-16.9443	-13.4574	65.6339	77.5263	0	0	55.5625	0.953794	91	22	16.5954	2.70199	0	0
23	3	0	0	77.9951	32.3598	22.7994	-16.769	57.8926	71.1407	0	0	77.9951	0.935975	147	30	25.0091	0.150559	0	0
24	3	0	0	79.7592	32.5083	-26.0132	-16.4187	57.4803	70.454	0	0	79.7592	0.948427	141	30	24.4331	2.97293	0	0
25	3	1	0	85.0028	33.308	32.5248	-20.7029	49.3353	61.9051	0	0	85.0028	0.96282	157	30	34.4521	-0.00530479	0	0
26	3	1	0	58.2914	27.6033	-35.6136	-19.5328	49.4945	61.8447	0	0	58.2914	0.961375	142	22	33.7012	3.11229	0	0
27	4	0	0	55.0053	26.5666	-2.93708	-21.2101	79.6687	97.7068	0	0	55.0053	0.97936	98	20	1.22344	-2.54236	0	0
28	4	0	0	79.2694	32.1833	6.57034	-21.9865	73.4088	93.7892	0	0	79.2694	0.961732	130	30	8.62275	-0.170896	0	0
29	4	0	0	79.9767	32.2567	-12.9366	-21.6892	69.7848	88.855	0	0	79.9767	0.965905	120	30	11.0717	-3.0358	0	0
30	4	0	0	78.416	32.3309	16.3891	-24.1105	62.8982	81.7524	0	0	78.416	0.942712	143	30	18.6645	-0.19357	0	0
31	4	0	0	64.2511	29.1384	-21.2534	-23.7241	61.0322	78.9581	0	0	64.2511	0.950955	106	22	19.5904	-2.97731	0	0
32	4	1	0	79.7245	32.2808	25.8216	-27.1661	53.5552	69.9023	0	0	79.7245	0.961421	158	30	28.5332	-0.23508	0	0
33	4	1	0	76.2903	31.5226	-30.2408	-26.1305	52.6625	68.4897	0	0	76.2903	0.964796	147	30	28.8645	-2.94598	0	0
34	5	0	0	76.158	31.4598	1.08591	-30.1216	69.2896	104.64	0	0	76.158	0.96697	117	30	10.063	-1.26675	0	0
35	5	0	0	78.8007	32.0079	-8.23066	-30.1905	67.2628	97.556	0	0	78.8007	0.966553	109	30	11.5436	-2.14848	0	0
36	5	0	0	73.9793	31.1504	10.857	-31.8302	63.2172	89.3615	0	0	73.9793	0.95806	105	30	17.0687	-0.724308	0	0
37	5	0	0	78.9153	32.1764	-16.1861	-32.0582	60.7978	85.3037	0	0	78.9153	0.957845	111	30	18.3427	-2.46129	0	0
38	5	1	0	73.3891	30.9984	20.0351	-33.9935	55.8272	76.8082	0	0	73.3891	0.959761	142	30	25.7655	-0.550279	0	0
39	5	1	0	73.9649	31.2672	-25.3676	-33.5845	53.6953	73.3622	0	0	73.9649	0.95073	134	30	26.8356	-2.63314	0	0
40	6	0	0	71.33	30.7556	-3.50733	-39.8605	59.7408	90.8786	0	0	71.33	0.947621	102	30	19.4048	-1.65234	0	0
41	6	0	0	72.8103	31.0336	5.10698	-39.8261	59.0043	88.6587	0	0	72.8103	0.95003	131	30	20.5474	-1.22141	0	0
